sys_loc_code,Hex,WellName,LithID,NewPick,Formation,Z,Omit,Reviewed,PickDate,PickedBy
PK_S11229,#CCCC00,PK_S11229,34609.0,No,AFB2,336.0,0.0,0.0,10/23/2012,AQR
PK_6501803,#e5ccc9,PK_6501803,32460.0,No,ATB1,370.97,0.0,0.0,10/23/2012,AQR
PK_6501803,#CCCC00,PK_6501803,32462.0,No,AFB2,342.32,0.0,0.0,10/23/2012,AQR
PK_6501803,#808000,PK_6501803,32463.0,No,ATB3,317.63,0.0,0.0,10/23/2012,AQR
PK_6501803,#c08081,PK_6501803,32461.0,No,ATB2,362.44,0.0,0.0,10/23/2012,AQR
1000982A,#CCCC00,K-MA-ASR-OW2-96-A,4341.0,No,AFB2,368.133,0.0,0.0,10/23/2012,AQR
1000982A,#988558,K-MA-ASR-OW2-96-A,4349.0,No,ATE1,287.033,0.0,0.0,10/23/2012,AQR
1000982A,#C1E1C1,K-MA-ASR-OW2-96-A,4346.0,No,ATC1,305.033,0.0,0.0,10/23/2012,AQR
1000982A,#FFFFCC,K-MA-ASR-OW2-96-A,4340.0,No,AFB1,387.033,0.0,0.0,10/23/2012,AQR
1000982A,#808000,K-MA-ASR-OW2-96-A,4344.0,No,ATB3,322.723,0.0,0.0,1/8/2009,Golder
1000983B,#FFFFCC,K-MA-ASR-OW2-96-B,4359.0,No,AFB1,387.08,0.0,0.0,10/23/2012,AQR
1000983B,#988558,K-MA-ASR-OW2-96-B,-999.0,No,ATE1,282.08,0.0,0.0,10/23/2012,AQR
1000983B,#CCCC00,K-MA-ASR-OW2-96-B,-999.0,No,AFB2,387.08,0.0,0.0,1/8/2009,Golder
1000983B,#FFFF99,K-MA-ASR-OW2-96-B,-999.0,No,AFB3,301.74,0.0,0.0,10/23/2012,AQR
1000983B,#FFFF8F,K-MA-ASR-OW2-96-B,-999.0,No,AFD1,282.08,0.0,0.0,10/23/2012,AQR
1000983B,#C1E1C1,K-MA-ASR-OW2-96-B,-999.0,No,ATC1,301.74,0.0,0.0,10/23/2012,AQR
1000983B,#808000,K-MA-ASR-OW2-96-B,-999.0,No,ATB3,309.97,0.0,0.0,10/23/2012,AQR
9203428B,#FFFF99,W-WS-MW26-95-B,25663.0,No,AFB3,289.485,0.0,0.0,1/9/2008,Golder
9203428B,#c08081,W-WS-MW26-95-B,-999.0,No,ATB2,320.005,0.0,0.0,1/9/2008,Golder
9203428B,#C1E1C1,W-WS-MW26-95-B,25664.0,No,ATC1,288.265,0.0,0.0,1/9/2008,Golder
9203428B,#808000,W-WS-MW26-95-B,25662.0,No,ATB3,297.715,0.0,0.0,1/9/2008,Golder
9203428B,#CCCC00,W-WS-MW26-95-B,25661.0,No,AFB2,305.335,0.0,0.0,1/9/2008,Golder
9203428B,#FFFFCC,W-WS-MW26-95-B,25659.0,No,AFB1,331.555,0.0,0.0,1/9/2008,Golder
9200062A,#FFFFCC,W-WS-TDM7-88-A,17007.0,No,AFB1,311.5,0.0,0.0,1/9/2008,Golder
9200062A,#c08081,W-WS-TDM7-88-A,-999.0,No,ATB2,310.11,0.0,0.0,1/9/2008,Golder
9201296A,#e5ccc9,K-MA-ASR-OW2-02-A,-999.0,No,ATB1,385.102,0.0,0.0,10/23/2012,AQR
9201296A,#FFFFCC,K-MA-ASR-OW2-02-A,-999.0,No,AFB1,385.102,0.0,0.0,10/23/2012,AQR
9201296A,#808000,K-MA-ASR-OW2-02-A,21178.0,No,ATB3,315.002,0.0,0.0,10/23/2012,AQR
9201296A,#CCCC00,K-MA-ASR-OW2-02-A,-999.0,No,AFB2,385.102,0.0,0.0,1/8/2009,Golder
1000940A,#FFFFCC,WT-ND-OW1-77-A,4180.0,No,AFB1,312.87,0.0,0.0,10/23/2012,AQR
1000940A,#808000,WT-ND-OW1-77-A,4181.0,No,ATB3,304.95,0.0,0.0,10/23/2012,AQR
1000940A,#e5ccc9,WT-ND-OW1-77-A,4179.0,No,ATB1,318.36,0.0,0.0,10/23/2012,AQR
6503201A,#c08081,WT-MW-TW1-70-A,-999.0,No,ATB2,325.267,0.0,0.0,10/23/2012,AQR
6503201A,#FFFFCC,WT-MW-TW1-70-A,-999.0,No,AFB1,327.267,0.0,0.0,10/23/2012,AQR
6503201A,#808000,WT-MW-TW1-70-A,9194.0,No,ATB3,309.707,0.0,0.0,10/23/2012,AQR
6503201A,#e5ccc9,WT-MW-TW1-70-A,9190.0,No,ATB1,343.837,0.0,0.0,10/23/2012,AQR
6501802A,#808000,WT-MW-OW26-65-A,7708.0,No,ATB3,323.38,0.0,0.0,10/23/2012,AQR
6501802A,#FFFFCC,WT-MW-OW26-65-A,7699.0,No,AFB1,387.09,0.0,0.0,10/23/2012,AQR
6501802A,#FFFF99,WT-MW-OW26-65-A,7709.0,No,AFB3,309.06,0.0,0.0,10/23/2012,AQR
6501802A,#CCCC00,WT-MW-OW26-65-A,7704.0,No,AFB2,361.48,0.0,0.0,10/23/2012,AQR
6501802A,#c08081,WT-MW-OW26-65-A,7702.0,No,ATB2,376.11,0.0,0.0,10/23/2012,AQR
9200079,#C1E1C1,W-OW12-46,17053.0,No,ATC1,315.961,0.0,0.0,1/8/2009,Blackport
9200079,#808000,W-OW12-46,17052.0,No,ATB3,323.891,0.0,0.0,1/8/2009,Blackport
9200079,#CCCC00,W-OW12-46,17050.0,No,AFB2,326.631,0.0,0.0,1/8/2009,Blackport
9200079,#FFFF8F,W-OW12-46,-999.0,No,AFD1,293.711,0.0,0.0,1/8/2009,Blackport
9200079,#c08081,W-OW12-46,17049.0,No,ATB2,329.681,0.0,0.0,1/8/2009,Blackport
6500821,#C1E1C1,W-BW-OW9-46,6330.0,No,ATC1,318.4465,0.0,0.0,1/8/2009,Blackport
6500821,#808000,W-BW-OW9-46,6327.0,No,ATB3,326.6765,0.0,0.0,1/8/2009,Blackport
6500821,#FFFF00,W-BW-OW9-46,6334.0,No,AFF1,296.1965,0.0,0.0,1/8/2009,Blackport
6500821,#c08081,W-BW-OW9-46,6326.0,No,ATB2,330.3365,0.0,0.0,1/8/2009,Blackport
6500821,#988558,W-BW-OW9-46,6332.0,No,ATE1,305.9465,0.0,0.0,1/8/2009,Blackport
6500821,#FFFF8F,W-BW-OW9-46,6331.0,No,AFD1,309.9065,0.0,0.0,1/8/2009,Blackport
PK_1000676,#CCCC00,PK_1000676,31967.0,No,AFB2,356.98,0.0,0.0,10/23/2012,AQR
PK_1000676,#c08081,PK_1000676,31966.0,No,ATB2,367.0,0.0,0.0,10/23/2012,AQR
PK_1000676,#808000,PK_1000676,31968.0,No,ATB3,312.79,0.0,0.0,10/23/2012,AQR
PK_1000676,#e5ccc9,PK_1000676,31965.0,No,ATB1,370.7,0.0,0.0,10/23/2012,AQR
PK_S11224,#CCCC00,PK_S11224,34604.0,No,AFB2,336.0,0.0,0.0,10/23/2012,AQR
PK_S11231,#CCCC00,PK_S11231,34612.0,No,AFB2,335.0,0.0,0.0,10/23/2012,AQR
PK_1000892,#988558,PK_1000892,32009.0,No,ATE1,333.67,0.0,0.0,10/23/2012,AQR
PK_1000892,#e5ccc9,PK_1000892,32007.0,No,ATB1,351.05,0.0,0.0,10/23/2012,AQR
PK_1000892,#C1E1C1,PK_1000892,32008.0,No,ATC1,350.75,0.0,0.0,10/23/2012,AQR
PK_6502201,#c08081,PK_6502201,32499.0,No,ATB2,343.37,0.0,0.0,10/23/2012,AQR
PK_6502201,#e5ccc9,PK_6502201,32497.0,No,ATB1,363.18,0.0,0.0,10/23/2012,AQR
PK_6502201,#CCCC00,PK_6502201,32500.0,No,AFB2,325.08,0.0,0.0,10/23/2012,AQR
PK_6502201,#FFFFCC,PK_6502201,32498.0,No,AFB1,351.6,0.0,0.0,10/23/2012,AQR
6500806,#C1E1C1,W-OW13-46,6210.0,No,ATC1,311.8084,0.0,0.0,1/8/2009,Blackport
6500806,#FFFF8F,W-OW13-46,6211.0,No,AFD1,304.1884,0.0,0.0,1/8/2009,Blackport
6500806,#808000,W-OW13-46,6209.0,No,ATB3,319.7384,0.0,0.0,1/8/2009,Blackport
6500806,#c08081,W-OW13-46,6208.0,No,ATB2,335.5784,0.0,0.0,1/8/2009,Blackport
6500806,#988558,W-OW13-46,6212.0,No,ATE1,299.9184,0.0,0.0,1/8/2009,Blackport
PK_9201313,#808000,PK_9201313,34344.0,No,ATB3,351.42,0.0,0.0,10/23/2012,AQR
PK_9201313,#988558,PK_9201313,34346.0,No,ATE1,320.17,0.0,0.0,10/23/2012,AQR
PK_9201313,#C1E1C1,PK_9201313,34345.0,No,ATC1,349.29,0.0,0.0,10/23/2012,AQR
PK_9201313,#e5ccc9,PK_9201313,34343.0,No,ATB1,352.64,0.0,0.0,10/23/2012,AQR
9201299A,#CCCC00,K-ASR-OW5-02-A,-999.0,No,AFB2,369.28,0.0,0.0,10/23/2012,AQR
9201299A,#c08081,K-ASR-OW5-02-A,-999.0,No,ATB2,379.34,0.0,0.0,10/23/2012,AQR
9201299A,#808000,K-ASR-OW5-02-A,21213.0,No,ATB3,322.96,0.0,0.0,10/23/2012,AQR
9201299A,#e5ccc9,K-ASR-OW5-02-A,-999.0,No,ATB1,391.54,0.0,0.0,10/23/2012,AQR
9201299A,#FFFFCC,K-ASR-OW5-02-A,-999.0,No,AFB1,391.54,0.0,0.0,10/23/2012,AQR
9200752A,#CCCC00,K-SS-OW12-99-A,20871.0,No,AFB2,321.89,0.0,0.0,1/6/2009,Stantec
9200752A,#808000,K-SS-OW12-99-A,20873.0,No,ATB3,313.51,0.0,0.0,1/6/2009,Stantec
9200752A,#c08081,K-SS-OW12-99-A,20865.0,No,ATB2,333.45,0.0,0.0,1/6/2009,Stantec
9200752A,#FFFFCC,K-SS-OW12-99-A,20862.0,No,AFB1,335.0,0.0,0.0,1/6/2009,Stantec
PK_S11192,#c08081,PK_S11192,34567.0,No,ATB2,330.0,0.0,0.0,10/23/2012,AQR
PK_S11192,#FFFFCC,PK_S11192,34566.0,No,AFB1,335.5,0.0,0.0,10/23/2012,AQR
PK_S11192,#CCCC00,PK_S11192,34568.0,No,AFB2,325.0,0.0,0.0,10/23/2012,AQR
9203449A,#FFFFCC,W-WS-BH3-89-A,25848.0,No,AFB1,321.66,0.0,0.0,1/9/2008,Golder
9203449A,#c08081,W-WS-BH3-89-A,25851.0,No,ATB2,319.81,0.0,0.0,1/9/2008,Golder
9030065A,#CCCC00,W-WS-OW11-87-A,15507.0,No,AFB2,304.772,0.0,0.0,1/9/2008,Golder
9030065A,#FFFF8F,W-WS-OW11-87-A,-999.0,No,AFD1,298.372,0.0,0.0,1/6/2009,Stantec
9030065A,#FFFF99,W-WS-OW11-87-A,15501.0,No,AFB3,321.532,0.0,0.0,1/6/2009,Stantec
9030065A,#FFFF00,W-WS-OW11-87-A,15508.0,No,AFF1,292.572,0.0,0.0,1/6/2009,Stantec
9030065A,#FFFFCC,W-WS-OW11-87-A,15503.0,No,AFB1,320.162,0.0,0.0,1/9/2008,Golder
6505789A,#CCCC00,K-ME-OW16-85-A,10864.0,No,AFB2,350.82,0.0,0.0,10/23/2012,AQR
6505789A,#c08081,K-ME-OW16-85-A,10862.0,No,ATB2,359.66,0.0,0.0,10/23/2012,AQR
6505789A,#FFFFCC,K-ME-OW16-85-A,10861.0,No,AFB1,373.99,0.0,0.0,10/23/2012,AQR
6505789A,#808000,K-ME-OW16-85-A,10868.0,No,ATB3,317.91,0.0,0.0,10/23/2012,AQR
6503653A,#c08081,W-WN-TW6-71-A,9595.0,No,ATB2,335.28,0.0,0.0,1/8/2009,Blackport
6503653A,#CCCC00,W-WN-TW6-71-A,9596.0,No,AFB2,330.4,0.0,0.0,1/8/2009,Blackport
6503653A,#C1E1C1,W-WN-TW6-71-A,9599.0,No,ATC1,311.2,0.0,0.0,1/8/2009,Blackport
6503653A,#808000,W-WN-TW6-71-A,9598.0,No,ATB3,318.52,0.0,0.0,1/8/2009,Blackport
6500815A,#CCCC00,W-OW3-46-A,6275.0,No,AFB2,323.3609,0.0,0.0,1/8/2009,Blackport
6500815A,#C1E1C1,W-OW3-46-A,6279.0,No,ATC1,292.2709,0.0,0.0,1/8/2009,Blackport
6500815A,#c08081,W-OW3-46-A,-999.0,No,ATB2,330.3709,0.0,0.0,1/8/2009,Blackport
6500815A,#808000,W-OW3-46-A,6278.0,No,ATB3,311.7809,0.0,0.0,1/8/2009,Blackport
PK_6500872,#c08081,PK_6500872,32166.0,No,ATB2,335.29,0.0,0.0,1/8/2009,Blackport
PK_6500872,#C1E1C1,PK_6500872,32167.0,No,ATC1,317.0,0.0,0.0,1/8/2009,Blackport
PK_6500872,#FFFF8F,PK_6500872,32168.0,No,AFD1,309.69,0.0,0.0,1/8/2009,Blackport
PK_6500866,#CCCC00,PK_6500866,32157.0,No,AFB2,317.84,0.0,0.0,1/8/2009,Blackport
PK_6500866,#c08081,PK_6500866,32156.0,No,ATB2,333.08,0.0,0.0,1/8/2009,Blackport
PK_6500866,#C1E1C1,PK_6500866,32159.0,No,ATC1,305.65,0.0,0.0,1/8/2009,Blackport
PK_6500866,#808000,PK_6500866,32158.0,No,ATB3,316.32,0.0,0.0,1/8/2009,Blackport
PK_1000761,#C1E1C1,PK_1000761,31979.0,No,ATC1,319.15,0.0,0.0,1/8/2009,Blackport
PK_1000761,#988558,PK_1000761,31981.0,No,ATE1,277.78,0.0,0.0,1/8/2009,Blackport
PK_1000761,#808000,PK_1000761,31978.0,No,ATB3,324.94,0.0,0.0,1/8/2009,Blackport
PK_1000761,#c08081,PK_1000761,31977.0,No,ATB2,328.59,0.0,0.0,1/8/2009,Blackport
PK_1000761,#FFFF8F,PK_1000761,31980.0,No,AFD1,285.31,0.0,0.0,1/8/2009,Blackport
PK_S11225,#CCCC00,PK_S11225,34605.0,No,AFB2,335.0,0.0,0.0,10/23/2012,AQR
6507298A,#988558,K-SS-WM-OW6-92-A,-999.0,No,ATE1,269.738,0.0,0.0,1/6/2009,Stantec
6507298A,#c08081,K-SS-WM-OW6-92-A,13967.0,No,ATB2,333.598,0.0,0.0,1/6/2009,Stantec
6507298A,#CCCC00,K-SS-WM-OW6-92-A,-999.0,No,AFB2,340.608,0.0,0.0,1/6/2009,Stantec
6507298A,#FFFF8F,K-SS-WM-OW6-92-A,13977.0,No,AFD1,278.128,0.0,0.0,1/6/2009,Stantec
6507298A,#FFFF99,K-SS-WM-OW6-92-A,13971.0,No,AFB3,312.868,0.0,0.0,1/6/2009,Stantec
6507298A,#C1E1C1,K-SS-WM-OW6-92-A,13972.0,No,ATC1,310.128,0.0,0.0,1/6/2009,Stantec
6507298A,#808000,K-SS-WM-OW6-92-A,13969.0,No,ATB3,329.938,0.0,0.0,1/6/2009,Stantec
9203448A,#c08081,W-WS-BH1-89-A,25845.0,No,ATB2,317.62,0.0,0.0,1/9/2008,Golder
9203448A,#FFFFCC,W-WS-BH1-89-A,25841.0,No,AFB1,321.27,0.0,0.0,1/9/2008,Golder
PK_S11191,#FFFFCC,PK_S11191,34563.0,No,AFB1,334.0,0.0,0.0,10/23/2012,AQR
PK_S11191,#c08081,PK_S11191,34564.0,No,ATB2,331.0,0.0,0.0,10/23/2012,AQR
PK_S11191,#CCCC00,PK_S11191,34565.0,No,AFB2,327.0,0.0,0.0,10/23/2012,AQR
PK_6506629,#FFFFCC,PK_6506629,33515.0,No,AFB1,340.08,0.0,0.0,10/23/2012,AQR
PK_6506629,#e5ccc9,PK_6506629,33514.0,No,ATB1,343.13,0.0,0.0,10/23/2012,AQR
PK_6506629,#808000,PK_6506629,33516.0,No,ATB3,339.47,0.0,0.0,10/23/2012,AQR
6503448,#808000,WT-RM-DW-189-71,9364.0,No,ATB3,324.0,0.0,0.0,10/23/2012,AQR
6503448,#e5ccc9,WT-RM-DW-189-71,9350.0,No,ATB1,350.52,0.0,0.0,10/23/2012,AQR
9203447A,#c08081,W-WS-OW15-94-A,25838.0,No,ATB2,308.568,0.0,0.0,1/9/2008,Golder
9203447A,#FFFFCC,W-WS-OW15-94-A,25837.0,No,AFB1,320.758,0.0,0.0,1/9/2008,Golder
9203447A,#e5ccc9,W-WS-OW15-94-A,25834.0,No,ATB1,324.118,0.0,0.0,1/9/2008,Golder
6505794A,#c08081,K-MW-OW4-85-A,10899.0,No,ATB2,348.08,0.0,0.0,10/23/2012,AQR
6505794A,#808000,K-MW-OW4-85-A,10903.0,No,ATB3,318.82,0.0,0.0,10/23/2012,AQR
6505794A,#CCCC00,K-MW-OW4-85-A,10900.0,No,AFB2,338.33,0.0,0.0,10/23/2012,AQR
6505794A,#e5ccc9,K-MW-OW4-85-A,10897.0,No,ATB1,370.03,0.0,0.0,10/23/2012,AQR
6505794A,#FFFFCC,K-MW-OW4-85-A,10898.0,No,AFB1,368.81,0.0,0.0,10/23/2012,AQR
9201342A,#CCCC00,WH-OGS-OW2-03-A,-999.0,No,AFB2,,0.0,0.0,10/23/2012,AQR
9201342A,#C1E1C1,WH-OGS-OW2-03-A,21319.0,No,ATC1,,0.0,0.0,10/23/2012,AQR
9201342A,#c08081,WH-OGS-OW2-03-A,-999.0,No,ATB2,,0.0,0.0,10/23/2012,AQR
9201342A,#FFFF99,WH-OGS-OW2-03-A,-999.0,No,AFB3,,0.0,0.0,10/23/2012,AQR
9201342A,#808000,WH-OGS-OW2-03-A,21318.0,No,ATB3,,0.0,0.0,10/23/2012,AQR
9201342A,#FFFFCC,WH-OGS-OW2-03-A,-999.0,No,AFB1,,0.0,0.0,10/23/2012,AQR
9201342A,#FFFF8F,WH-OGS-OW2-03-A,21334.0,No,AFD1,,0.0,0.0,10/23/2012,AQR
9201342A,#988558,WH-OGS-OW2-03-A,-999.0,No,ATE1,,0.0,0.0,10/23/2012,AQR
9201342A,#e5ccc9,WH-OGS-OW2-03-A,21316.0,No,ATB1,,0.0,0.0,10/23/2012,AQR
PK_S11233,#CCCC00,PK_S11233,34614.0,No,AFB2,335.0,0.0,0.0,10/23/2012,AQR
PK_9200748,#988558,PK_9200748,34155.0,No,ATE1,299.86,0.0,0.0,1/12/2009,Golder
PK_9200748,#C1E1C1,PK_9200748,34153.0,No,ATC1,319.98,0.0,0.0,1/12/2009,Golder
PK_9200748,#FFFF8F,PK_9200748,34154.0,No,AFD1,306.87,0.0,0.0,1/12/2009,Golder
PK_9200748,#FFFFCC,PK_9200748,34151.0,No,AFB1,334.0,0.0,0.0,1/12/2009,Golder
PK_9200748,#808000,PK_9200748,34152.0,No,ATB3,325.16,0.0,0.0,1/12/2009,Golder
PK_9200748,#FFFF00,PK_9200748,34156.0,No,AFF1,293.16,0.0,0.0,1/12/2009,Golder
9203446A,#FFFFCC,W-WS-OW14-94-A,25812.0,No,AFB1,319.72,0.0,0.0,1/9/2008,Golder
9203446A,#c08081,W-WS-OW14-94-A,25820.0,No,ATB2,309.39,0.0,0.0,1/9/2008,Golder
6500881,#CCCC00,W14,6648.0,No,AFB2,304.461,0.0,0.0,1/9/2008,Golder
6500881,#FFFF99,W14,6650.0,No,AFB3,300.351,0.0,0.0,1/9/2008,Golder
6500881,#e5ccc9,W14,6642.0,No,ATB1,327.171,0.0,0.0,1/9/2008,Golder
6500881,#FFFFCC,W14,6644.0,No,AFB1,325.041,0.0,0.0,1/9/2008,Golder
6500881,#c08081,W14,6647.0,No,ATB2,314.061,0.0,0.0,1/9/2008,Golder
PK_1001036,#FFFFCC,PK_1001036,32027.0,No,AFB1,316.17,0.0,0.0,10/23/2012,AQR
9203450A,#FFFFCC,W-WS-OW2-94-A,25855.0,No,AFB1,328.7,0.0,0.0,1/9/2008,Golder
9203450A,#CCCC00,W-WS-OW2-94-A,25870.0,No,AFB2,308.89,0.0,0.0,1/9/2008,Golder
9203450A,#c08081,W-WS-OW2-94-A,25866.0,No,ATB2,317.08,0.0,0.0,1/9/2008,Golder
PK_6506075,#988558,PK_6506075,33393.0,No,ATE1,329.6,0.0,0.0,10/23/2012,AQR
PK_6506075,#808000,PK_6506075,33390.0,No,ATB3,354.49,0.0,0.0,10/23/2012,AQR
PK_6506075,#C1E1C1,PK_6506075,33391.0,No,ATC1,348.7,0.0,0.0,10/23/2012,AQR
PK_6506075,#FFFF8F,PK_6506075,33392.0,No,AFD1,331.11,0.0,0.0,10/23/2012,AQR
6501406,#CCCC00,K-MEW-OW46-49,7197.0,No,AFB2,332.24,0.0,0.0,10/23/2012,AQR
6501406,#808000,K-MEW-OW46-49,7202.0,No,ATB3,313.04,0.0,0.0,10/23/2012,AQR
6501406,#c08081,K-MEW-OW46-49,7196.0,No,ATB2,343.21,0.0,0.0,10/23/2012,AQR
6501406,#e5ccc9,K-MEW-OW46-49,7195.0,No,ATB1,348.4,0.0,0.0,10/23/2012,AQR
PK_6500868,#CCCC00,PK_6500868,32162.0,No,AFB2,301.15,0.0,0.0,1/9/2008,Golder
PK_6500868,#FFFFCC,PK_6500868,32160.0,No,AFB1,325.16,0.0,0.0,1/9/2008,Golder
PK_6500868,#FFFF99,PK_6500868,32163.0,No,AFB3,297.53,0.0,0.0,1/9/2008,Golder
PK_6500868,#c08081,PK_6500868,32161.0,No,ATB2,316.09,0.0,0.0,1/9/2008,Golder
PK_9200588,#e5ccc9,PK_9200588,34059.0,No,ATB1,387.16,0.0,0.0,10/23/2012,AQR
PK_9200588,#c08081,PK_9200588,34061.0,No,ATB2,355.77,0.0,0.0,10/23/2012,AQR
PK_9200588,#CCCC00,PK_9200588,34062.0,No,AFB2,329.86,0.0,0.0,10/23/2012,AQR
PK_9200588,#FFFFCC,PK_9200588,34060.0,No,AFB1,385.03,0.0,0.0,10/23/2012,AQR
6500820,#808000,W-BW-OW8-46,6320.0,No,ATB3,314.0806,0.0,0.0,1/8/2009,Blackport
6500820,#C1E1C1,W-BW-OW8-46,6321.0,No,ATC1,300.9806,0.0,0.0,1/8/2009,Blackport
6500820,#988558,W-BW-OW8-46,6324.0,No,ATE1,290.9206,0.0,0.0,1/8/2009,Blackport
6500820,#c08081,W-BW-OW8-46,6318.0,No,ATB2,326.5806,0.0,0.0,1/8/2009,Blackport
6501407,#808000,K21,7214.0,No,ATB3,312.93,0.0,0.0,10/23/2012,AQR
6501407,#c08081,K21,7208.0,No,ATB2,343.1,0.0,0.0,10/23/2012,AQR
6501407,#e5ccc9,K21,7207.0,No,ATB1,348.29,0.0,0.0,10/23/2012,AQR
6501407,#CCCC00,K21,-999.0,No,AFB2,332.14,0.0,0.0,10/23/2012,AQR
6501407,#FFFFCC,K21,-999.0,No,AFB1,343.33,0.0,0.0,10/23/2012,AQR
9203430A,#FFFFCC,W-WS-OW27-99-A,25680.0,No,AFB1,322.097,0.0,0.0,1/9/2008,Golder
9203430A,#CCCC00,W-WS-OW27-99-A,25685.0,No,AFB2,304.267,0.0,0.0,1/9/2008,Golder
9203430A,#c08081,W-WS-OW27-99-A,25684.0,No,ATB2,310.337,0.0,0.0,1/9/2008,Golder
PK_6505171,#FFFFCC,PK_6505171,33222.0,No,AFB1,333.42,0.0,0.0,10/23/2012,AQR
PK_6505171,#e5ccc9,PK_6505171,33221.0,No,ATB1,336.16,0.0,0.0,10/23/2012,AQR
6504100A,#FFFFCC,WT-RM-DW-156-73-A,9840.0,No,AFB1,364.55,0.0,0.0,10/23/2012,AQR
6504100A,#c08081,WT-RM-DW-156-73-A,9842.0,No,ATB2,359.67,0.0,0.0,10/23/2012,AQR
6504100A,#CCCC00,WT-RM-DW-156-73-A,9844.0,No,AFB2,351.14,0.0,0.0,10/23/2012,AQR
6504100A,#808000,WT-RM-DW-156-73-A,-999.0,No,ATB3,324.32,0.0,0.0,10/23/2012,AQR
PK_S11230,#CCCC00,PK_S11230,34611.0,No,AFB2,336.0,0.0,0.0,10/23/2012,AQR
6503978A,#CCCC00,K-RM-DW-73-A,-999.0,No,AFB2,330.48,0.0,0.0,1/8/2009,Golder
9203439A,#CCCC00,W-WS-SGMSOW1-07-A,25766.0,No,AFB2,304.445,0.0,0.0,1/9/2008,Golder
9203439A,#c08081,W-WS-SGMSOW1-07-A,25764.0,No,ATB2,312.065,0.0,0.0,1/9/2008,Golder
9203439A,#FFFFCC,W-WS-SGMSOW1-07-A,25762.0,No,AFB1,324.255,0.0,0.0,1/9/2008,Golder
9203439A,#FFFF8F,W-WS-SGMSOW1-07-A,25770.0,No,AFD1,284.635,0.0,0.0,1/9/2008,Golder
9203439A,#FFFF99,W-WS-SGMSOW1-07-A,25767.0,No,AFB3,296.825,0.0,0.0,1/9/2008,Golder
9110015A,#FFFFCC,WT-KP-TW110-89-A,-999.0,No,AFB1,309.07,0.0,0.0,10/23/2012,AQR
9110015A,#e5ccc9,WT-KP-TW110-89-A,-999.0,No,ATB1,309.07,0.0,0.0,10/23/2012,AQR
9200402,#808000,K-001-83,17851.0,No,ATB3,317.23,0.0,0.0,1/6/2009,Stantec
9200402,#C1E1C1,K-001-83,17857.0,No,ATC1,312.65,0.0,0.0,1/6/2009,Stantec
PK_S11232,#CCCC00,PK_S11232,34613.0,No,AFB2,336.0,0.0,0.0,10/23/2012,AQR
9200751A,#CCCC00,K-SS-SS13-99-A,20859.0,No,AFB2,322.638,0.0,0.0,1/6/2009,Stantec
9200751A,#c08081,K-SS-SS13-99-A,20857.0,No,ATB2,331.708,0.0,0.0,1/6/2009,Stantec
9200751A,#808000,K-SS-SS13-99-A,20861.0,No,ATB3,317.758,0.0,0.0,1/6/2009,Stantec
9200751A,#FFFFCC,K-SS-SS13-99-A,-999.0,No,AFB1,337.878,0.0,0.0,1/6/2009,Stantec
9110006A,#FFFFCC,WT-KP-TW101-89-A,-999.0,No,AFB1,305.41,0.0,0.0,10/23/2012,AQR
9110006A,#e5ccc9,WT-KP-TW101-89-A,-999.0,No,ATB1,305.41,0.0,0.0,10/23/2012,AQR
9110006A,#808000,WT-KP-TW101-89-A,16295.0,No,ATB3,302.67,0.0,0.0,10/23/2012,AQR
6506999A,#e5ccc9,WH-EM-CH82-90-A,12812.0,No,ATB1,357.9,0.0,0.0,10/23/2012,AQR
6506999A,#FFFF99,WH-EM-CH82-90-A,12815.0,No,AFB3,347.84,0.0,0.0,10/23/2011,AQR
6506999A,#FFFF8F,WH-EM-CH82-90-A,12817.0,No,AFD1,337.81,0.0,0.0,10/23/2012,AQR
6506999A,#808000,WH-EM-CH82-90-A,12814.0,No,ATB3,355.46,0.0,0.0,10/23/2012,AQR
6506999A,#C1E1C1,WH-EM-CH82-90-A,12816.0,No,ATC1,342.66,0.0,0.0,10/23/2012,AQR
9200055A,#CCCC00,W-WS-OW14-87-A,16972.0,No,AFB2,307.0,0.0,0.0,1/9/2008,Golder
9200055A,#FFFF99,W-WS-OW14-87-A,-999.0,No,AFB3,297.1,0.0,0.0,1/9/2008,Golder
9200055A,#c08081,W-WS-OW14-87-A,16969.0,No,ATB2,326.0,0.0,0.0,1/9/2008,Golder
PK_6505155,#808000,PK_6505155,33210.0,No,ATB3,336.04,0.0,0.0,10/23/2012,AQR
PK_6505155,#C1E1C1,PK_6505155,33211.0,No,ATC1,332.44,0.0,0.0,10/23/2012,AQR
PK_6505155,#e5ccc9,PK_6505155,33209.0,No,ATB1,340.06,0.0,0.0,10/23/2012,AQR
PK_6505155,#988558,PK_6505155,33212.0,No,ATE1,307.75,0.0,0.0,10/23/2012,AQR
6501409,#C1E1C1,K-OW21-59,7229.0,No,ATC1,285.6,0.0,0.0,10/23/2012,AQR
6501409,#CCCC00,K-OW21-59,7223.0,No,AFB2,336.5,0.0,0.0,10/23/2012,AQR
6501409,#FFFF99,K-OW21-59,7228.0,No,AFB3,287.43,0.0,0.0,10/23/2012,AQR
6501409,#FFFFCC,K-OW21-59,-999.0,No,AFB1,345.03,0.0,0.0,10/23/2012,AQR
6501409,#808000,K-OW21-59,7225.0,No,ATB3,330.71,0.0,0.0,1/8/2009,Golder
